player,org,agents,rounds,average_combat_score,kill_deaths,kast,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
Dep,ZETA,"jett,sage,viper",762,214.1,1.10,69,134.2,0.76,0.23,0.14,0.11,27,12
GabiT,BCG,"sage,astra,viper",371,214.1,1.22,75,133.9,0.77,0.33,0.09,0.06,21,27
Marved,OPTC,"astra,viper,brimstone",885,214.0,1.10,74,141.5,0.75,0.36,0.10,0.06,30,21
lucas,OP,"sage,sova,kayo",306,213.9,0.98,67,138.0,0.75,0.32,0.11,0.15,28,17
Moe40,XL,"sage,sova,kayo",664,213.9,1.13,76,147.4,0.75,0.31,0.08,0.06,34,18
Naschzz,WYG,"jett,chamber",386,213.8,1.04,73,138.9,0.76,0.19,0.19,0.16,26,10
Harshhh,RGE,"sage,breach,kayo",338,213.8,1.10,76,138.0,0.73,0.44,0.09,0.06,18,13
suerte,AIM,"raze,jett,neon",613,213.7,1.00,70,141.4,0.74,0.20,0.15,0.14,22,6
HellFull,FS,"killjoy,viper,cypher",302,213.6,1.08,68,142.1,0.75,0.23,0.11,0.10,20,20
Closer,6K,"killjoy,chamber,viper",226,213.5,1.23,80,142.3,0.77,0.19,0.12,0.09,23,12
Bewd,PUGS,"killjoy,sage,chamber",385,213.4,1.16,68,140.1,0.76,0.14,0.10,0.07,25,14
Agr0,OP,"jett,chamber,neon",214,213.3,0.92,62,138.1,0.77,0.12,0.16,0.19,28,14
xiTsha,AG,"sage,astra,omen",445,213.2,1.07,72,133.5,0.74,0.31,0.08,0.08,30,18
Ginilson,Proj,"sova,chamber,skye",582,213.0,1.00,72,139.5,0.71,0.31,0.11,0.07,22,12
Sacake,KOI,"sage,sova,astra",213,213.0,0.91,73,146.1,0.68,0.42,0.08,0.07,22,5
cxyy,WBG,"omen,astra,viper",453,213.0,0.95,70,146.3,0.74,0.29,0.10,0.10,30,21
arbie,iPon,"killjoy,viper,brimstone",295,213.0,1.04,70,146.4,0.74,0.20,0.09,0.06,25,14
Enjoy,ZMM.B,"killjoy,chamber,cypher",789,212.9,1.12,72,139.0,0.75,0.21,0.10,0.10,25,21
Dark3st,past,"sage,viper,skye",993,212.9,1.03,73,139.7,0.73,0.38,0.09,0.09,28,21
Derrek,100T,"sage,sova,breach",304,212.9,1.05,77,143.0,0.72,0.34,0.07,0.06,30,10
showliana,DIG,"sage,breach,sova",556,212.9,1.04,70,141.0,0.73,0.30,0.10,0.07,25,20
wippie,V1,"sage,chamber,viper",367,212.7,1.11,74,146.8,0.76,0.25,0.09,0.07,21,2
mega,UNKT,"killjoy,chamber,cypher",511,212.7,1.16,71,139.7,0.74,0.16,0.10,0.09,24,27
jayp,SG,"raze,jett",265,212.6,0.97,66,137.7,0.75,0.15,0.14,0.15,22,8
nabbsky,AECL,"chamber,viper,cypher",679,212.6,1.34,76,141.2,0.78,0.22,0.12,0.08,22,23
Bandit,TeVo,"raze,jett,chamber",274,212.6,1.05,67,142.6,0.76,0.16,0.13,0.13,19,5
txddy,MIBR,"killjoy,viper,cypher",364,212.6,1.24,70,139.2,0.75,0.23,0.04,0.06,24,23
foxz,XIA,"sage,sova,skye",745,212.5,1.07,74,142.8,0.74,0.32,0.08,0.10,24,15
cath,TSM.X,"raze,breach,viper",465,212.4,1.07,75,135.7,0.72,0.29,0.07,0.08,21,16
Andr0idDDD,LE,"raze,chamber",366,212.3,0.94,67,135.6,0.72,0.18,0.11,0.12,20,16
Kiuuuu,Kiuuuu,"killjoy,viper",203,212.2,0.92,68,143.0,0.70,0.20,0.07,0.09,25,
trent,TGRD,"sova,breach,skye",556,212.1,1.16,74,143.9,0.76,0.22,0.08,0.09,33,12
bearkun,LT,"viper,omen,brimstone",661,212.0,1.14,72,132.7,0.82,0.20,0.15,0.10,18,21
DVDOV,Frag,"killjoy,chamber",289,211.9,1.04,69,134.1,0.72,0.18,0.11,0.10,25,13
matheuzin,TBK,"killjoy,sage,viper",203,211.9,1.09,71,137.7,0.74,0.24,0.08,0.10,23,18
Enzo,TLPR,"killjoy,chamber,omen",610,211.9,1.10,74,140.2,0.76,0.26,0.09,0.08,28,12
Jonaaa6,ZMM.B,"raze,reyna,sova",834,211.8,1.14,74,141.7,0.79,0.30,0.08,0.07,26,13
ANABALA,ANABALA,"jett,sova,kayo",351,211.7,0.94,65,134.2,0.71,0.19,0.15,0.19,28,13
FengF,FengF,"raze,breach,killjoy",923,211.7,1.07,70,139.4,0.73,0.21,0.09,0.09,26,13
ntk,VK,"sova,breach",366,211.6,1.03,72,143.3,0.67,0.42,0.07,0.08,18,16
Kakarot,NS,"breach,kayo,neon",484,211.6,0.98,69,141.3,0.71,0.40,0.07,0.10,18,13
steph,T1A,"skye,kayo,cypher",282,211.6,0.96,72,144.3,0.72,0.28,0.09,0.08,31,12
TheCady,Lixa,"jett,chamber",258,211.3,0.88,65,135.5,0.74,0.10,0.19,0.21,30,12
Scroll,TLPR,"jett,chamber,neon",428,211.3,0.98,67,140.1,0.75,0.15,0.17,0.16,26,21
Depyro,RAAD,"breach,kayo,skye",436,211.2,1.20,75,133.4,0.75,0.29,0.07,0.08,21,18
XXXTACO,XXXTACO,"raze,jett,skye",378,211.1,0.96,67,142.8,0.75,0.20,0.15,0.16,28,19
Yurii,CASE,"sage,breach,skye",352,211.1,1.14,74,135.3,0.77,0.24,0.10,0.07,23,11
tzin,Odin,"jett,chamber",255,211.1,1.11,66,138.4,0.76,0.15,0.12,0.13,23,11
ANDROID,NRG,"killjoy,chamber,viper",240,211.0,1.02,69,138.9,0.73,0.25,0.10,0.10,25,12
gtn,MIBR,"sage,reyna,skye",364,211.0,1.07,71,134.6,0.73,0.33,0.10,0.11,26,18
Jessie,Jessie,"sova,breach,skye",583,210.9,1.12,73,140.1,0.75,0.27,0.07,0.05,29,17
kAzoo,YaLLa,"sage,kayo,skye",264,210.9,0.97,69,134.8,0.74,0.30,0.11,0.14,29,6
BaWaN,BGN,"killjoy,chamber,viper",317,210.8,1.03,70,135.6,0.74,0.21,0.09,0.09,22,23
kev,RID,"jett,kayo,chamber",810,210.8,0.97,67,133.8,0.73,0.18,0.18,0.14,22,15
Moonnnn,LUSA,"sova,astra,omen",274,210.7,1.26,77,142.9,0.73,0.33,0.05,0.05,32,17
Nyang,GLB,"sage,astra,omen",209,210.7,1.11,70,134.9,0.72,0.33,0.07,0.04,22,8
Emman,APH,"raze,sage,skye",405,210.5,1.04,76,140.1,0.76,0.38,0.06,0.08,30,19
lenne,BLD,"sage,sova,chamber",524,210.5,1.02,72,138.8,0.70,0.35,0.10,0.08,21,19
XiSTOU,SMB,"killjoy,chamber,viper",212,210.5,0.94,65,146.7,0.71,0.16,0.10,0.10,31,3
nataNk,ANO,"breach,kayo,skye",265,210.5,1.01,66,138.6,0.72,0.23,0.09,0.13,20,15
zoe,def,"killjoy,chamber",411,210.5,0.97,63,138.5,0.74,0.15,0.13,0.10,30,9
fzkk,Trop,"omen,viper,brimstone",482,210.4,1.04,73,133.6,0.72,0.36,0.10,0.10,19,23
Shao,FPX,"sage,sova,astra",341,210.4,1.37,76,137.8,0.77,0.30,0.10,0.05,27,22
rite2ace,VLT,"sova,omen,skye",461,210.4,1.15,78,141.7,0.71,0.38,0.05,0.04,25,19
Shizue,B4A,"sage,sova,astra",601,210.4,1.25,78,140.5,0.82,0.36,0.09,0.06,24,12
Ching,AE,"sage,chamber,skye",250,210.4,1.02,70,136.8,0.74,0.30,0.07,0.08,26,11
bazix,FNR,"kayo,skye",212,210.3,0.88,67,133.7,0.70,0.30,0.16,0.17,22,22
vhz,TRY,"killjoy,sage,viper",508,210.1,1.12,71,135.6,0.76,0.19,0.10,0.10,28,6
Maverick,TRY,"viper,omen,brimstone",508,210.1,1.06,69,134.2,0.72,0.30,0.10,0.10,24,18
Sttlolo,Sttlolo,"killjoy,sage,chamber",361,209.8,0.99,65,133.6,0.74,0.20,0.11,0.12,15,8
falltw,CASE,"viper,astra,omen",352,209.8,1.15,73,135.6,0.76,0.26,0.09,0.06,28,16
Hyzee,FCY,"sova,astra",740,209.8,1.17,77,138.6,0.74,0.31,0.08,0.07,26,14
Leo,GUILD,"sova,breach,viper",257,209.7,1.04,76,145.1,0.70,0.31,0.07,0.05,22,11
maniek,AM,"raze,sage,kayo",786,209.7,0.96,73,136.7,0.71,0.32,0.10,0.13,23,17
Meitsu,Meitsu,"raze,sage,reyna",411,209.6,0.98,72,140.3,0.72,0.33,0.15,0.13,19,32
krysyS,KPI,"jett,sage,chamber",286,209.6,0.89,66,136.2,0.71,0.20,0.16,0.12,25,6
rise,CLG,"astra,omen,brimstone",580,209.6,1.14,79,136.9,0.72,0.44,0.05,0.07,23,11
YRSelect,GFN,"killjoy,chamber,cypher",289,209.6,1.08,72,141.3,0.75,0.21,0.07,0.12,26,11
Lessa,FSN,chamber,220,209.5,1.16,69,139.3,0.78,0.16,0.11,0.11,23,14
Bia,TBK,"sage,astra,viper",332,209.4,1.07,68,134.9,0.73,0.31,0.10,0.08,18,10
cauanzin,NIP,"sage,sova,kayo",613,209.4,1.02,72,138.2,0.71,0.36,0.07,0.06,21,10
NaturE,GEN,"sova,viper",264,209.3,1.10,73,144.2,0.73,0.32,0.06,0.09,31,12
Virtyy,OXGA,"sage,kayo,skye",1141,209.3,1.01,75,132.9,0.73,0.43,0.09,0.10,26,13
Sofia,Sofia,"killjoy,chamber,viper",507,209.3,1.06,71,139.9,0.73,0.25,0.12,0.11,18,18
AAAAY,Totoro,"sage,chamber,skye",809,209.3,1.15,71,139.8,0.78,0.17,0.10,0.09,29,21
Bia,ORG5,"killjoy,jett,chamber",258,209.3,1.02,69,132.5,0.74,0.12,0.12,0.05,29,18
scourge,COL,"sage,kayo,neon",934,209.3,1.01,71,136.4,0.72,0.25,0.13,0.13,32,8
BlackHeart,BBG.A,"sage,sova,skye",733,209.2,1.01,74,139.7,0.70,0.35,0.08,0.06,23,11
Precision,TSM.A,"raze,kayo,skye",856,209.1,0.95,75,138.7,0.68,0.38,0.12,0.15,18,15
rajadaJJ,rajadaJJ,"jett,chamber",544,209.0,1.15,72,132.7,0.76,0.14,0.17,0.10,25,10
kongared,AAA,"breach,kayo,skye",470,209.0,0.96,73,136.0,0.73,0.27,0.08,0.10,27,19
Yosemite,SN,"killjoy,sage,skye",538,209.0,1.06,73,136.2,0.72,0.25,0.07,0.08,24,22
Apoth,EG,"astra,viper,brimstone",325,208.9,1.04,72,137.6,0.72,0.35,0.06,0.09,31,8
Crunchy,SQ,"kayo,viper,skye",493,208.9,1.04,69,134.9,0.71,0.37,0.10,0.10,27,7
Kay,IMT,"killjoy,chamber,viper",708,208.9,1.15,73,136.9,0.73,0.18,0.11,0.10,28,14
Velocity,UYU,"sage,kayo,omen",392,208.8,0.97,76,138.3,0.73,0.51,0.08,0.08,22,19
OuTLaW,FAL,"killjoy,kayo,viper",582,208.8,1.04,71,138.6,0.73,0.28,0.10,0.08,31,15
Qlutch,Qlutch,"killjoy,reyna,skye",258,208.8,0.96,64,135.7,0.74,0.23,0.10,0.14,31,9
fl1pzjder,BME,"kayo,viper,skye",525,208.7,1.03,71,136.2,0.74,0.28,0.11,0.12,30,19
LeeoLoos,Reig,"viper,omen,brimstone",587,208.6,1.11,71,137.2,0.75,0.33,0.10,0.07,25,16
Lightningfast,GES,"killjoy,sage,viper",411,208.6,0.95,69,141.7,0.71,0.24,0.10,0.09,28,11
Ayke,owna,"sage,sova,viper",289,208.5,1.14,75,138.2,0.71,0.33,0.04,0.03,27,20
fr0st,XPL,"sova,viper,cypher",417,208.5,1.15,76,137.9,0.72,0.35,0.08,0.06,25,12
Laz,NKT,"sova,viper,skye",210,208.5,1.02,73,145.5,0.73,0.22,0.09,0.10,27,11
blaZek1ng,BME,"sage,sova,skye",525,208.3,1.09,73,138.5,0.71,0.33,0.10,0.11,30,19
savi,Invi,"omen,viper,brimstone",221,208.3,0.86,68,133.5,0.70,0.31,0.15,0.14,20,13
JSP,OP,"raze,sage,skye",237,208.3,1.06,66,137.8,0.75,0.22,0.08,0.12,30,14
Hagon,Hagon,"raze,jett,reyna",248,208.3,0.91,63,133.0,0.69,0.19,0.16,0.22,39,11
Harry,TNL,"chamber,viper,cypher",472,208.1,1.06,68,141.4,0.73,0.20,0.08,0.06,28,16
Scargod,RNT,"raze,breach,skye",663,208.0,0.91,65,135.9,0.70,0.25,0.11,0.16,26,18
snirot,Full,"jett,astra,chamber",674,207.8,1.10,68,129.3,0.75,0.12,0.15,0.14,26,20
kvzx,NS,"sage,sova,skye",460,207.8,1.09,72,144.3,0.73,0.33,0.07,0.06,30,16
rheat,GKE,"killjoy,chamber,cypher",298,207.8,1.05,71,135.8,0.74,0.17,0.08,0.11,27,20
azalea,TMX,"raze,jett,chamber",324,207.7,0.97,67,131.8,0.74,0.17,0.13,0.11,16,15
mitch,C9,"killjoy,chamber,brimstone",476,207.6,1.11,74,133.9,0.72,0.24,0.10,0.06,17,19
nat1,TL,"killjoy,kayo,chamber",486,207.5,0.97,71,134.7,0.68,0.37,0.13,0.12,20,17
bang,100T,"breach,kayo,skye",594,207.3,1.11,73,131.8,0.76,0.32,0.09,0.05,37,16
krain,LBRTY,"sova,chamber,viper",201,207.3,1.20,74,136.2,0.76,0.18,0.10,0.07,19,16
k0chilo,Care,"killjoy,raze,chamber",544,207.2,0.96,69,137.0,0.70,0.24,0.13,0.11,28,10
SHIN,S1,"astra,viper,brimstone",520,207.1,1.07,75,132.7,0.73,0.32,0.08,0.07,39,22
vice,NYFU,"sova,breach,kayo",447,207.0,1.13,75,138.8,0.74,0.29,0.06,0.06,26,12
Redgar,M3C,"sova,breach,kayo",286,206.9,1.07,76,131.2,0.71,0.35,0.08,0.08,32,28
Scrounge,PUGS,"sova,kayo,skye",544,206.9,0.98,74,133.6,0.71,0.37,0.08,0.08,24,7
DarkLight,BGN,"astra,viper,cypher",317,206.9,1.11,76,137.7,0.75,0.31,0.07,0.07,25,9
Blitz,SCY,"sova,breach,kayo",258,206.9,0.96,64,142.0,0.70,0.27,0.08,0.08,24,27
vitrix,vitrix,"breach,kayo,skye",511,206.8,1.12,74,135.2,0.73,0.33,0.09,0.07,26,18
skillZ,GES,"astra,chamber,viper",411,206.8,1.06,70,130.4,0.74,0.29,0.07,0.07,25,13
Verno,OXGA,"sage,sova,chamber",1141,206.8,1.26,75,137.9,0.78,0.31,0.06,0.04,22,11
Rambut4n,DXG,"reyna,sova,breach",412,206.8,0.96,75,141.5,0.68,0.33,0.08,0.04,21,18
TenZ,SEN,"raze,jett",264,206.8,0.90,66,141.7,0.70,0.24,0.17,0.20,22,16
antG,boa,"raze,kayo,skye",312,206.7,1.05,74,131.8,0.74,0.29,0.08,0.09,23,22
prince,LOS,"breach,viper,cypher",453,206.7,1.17,75,137.1,0.75,0.19,0.09,0.07,23,14
Momiji,IluZ,"omen,viper,killjoy",273,206.7,0.98,68,140.5,0.71,0.31,0.09,0.08,25,17
ZeroData,Ultr,"killjoy,sova,breach",866,206.6,1.04,71,141.0,0.72,0.27,0.06,0.06,31,11
Fizzy,BDS,"omen,astra,viper",424,206.6,1.04,73,134.0,0.73,0.34,0.08,0.10,21,18
WawaLee,WawaLee,"raze,chamber",201,206.2,0.98,67,136.4,0.70,0.24,0.12,0.12,12,25
mxm,Meme,"sage,chamber,viper",310,206.2,1.01,66,132.2,0.72,0.16,0.13,0.15,36,19
tehbotoL,BME,"breach,astra,viper",525,206.1,1.18,76,135.6,0.74,0.35,0.05,0.05,27,24
Flossie,Flossie,"killjoy,chamber",258,206.1,1.12,69,129.9,0.74,0.16,0.08,0.08,23,20
str1keR,01,"jett,chamber",350,206.1,1.00,70,135.0,0.72,0.15,0.13,0.13,23,7
Sylvan,WGS,"astra,viper,brimstone",480,205.9,1.05,72,138.4,0.73,0.31,0.05,0.06,28,14
PureVNS,PK.A,"viper,astra,omen",701,205.9,1.11,72,140.4,0.73,0.33,0.06,0.06,30,15
eula,eula,"sage,kayo,skye",244,205.8,0.89,66,129.8,0.71,0.40,0.12,0.15,27,20
melJ,FWOG,"jett,kayo,skye",356,205.8,0.94,69,129.1,0.70,0.38,0.08,0.12,24,19
Theow,ANO,"raze,jett",265,205.8,0.85,67,138.0,0.66,0.21,0.15,0.16,20,17
KHaaLiD,01,"sage,kayo,skye",350,205.8,1.03,71,129.9,0.72,0.34,0.13,0.15,30,24
MrFaliN,FUT,"raze,sova,breach",218,205.7,0.97,76,134.1,0.69,0.32,0.09,0.08,23,8
neptune,NYFU,"raze,breach,kayo",398,205.7,0.99,74,135.3,0.70,0.34,0.09,0.12,21,21
hfmi0dzjc9z7,hfmi0dzjc9z7,"raze,jett,breach",396,205.5,0.84,61,142.0,0.70,0.18,0.15,0.21,27,
DBK,Brim,"raze,jett",300,205.5,0.99,66,134.2,0.74,0.15,0.15,0.16,31,11
GatsH,RBLS,"sage,astra,chamber",588,205.5,1.15,77,131.1,0.73,0.29,0.07,0.09,22,11
VHL,VHL,"omen,viper",302,205.4,1.06,69,131.7,0.76,0.25,0.08,0.08,38,15
Trick,DZ,"sova,astra,viper",585,205.4,0.95,72,130.7,0.66,0.35,0.10,0.13,17,15
Subroza,TSM,"omen,astra,viper",566,205.4,1.12,75,131.1,0.75,0.33,0.08,0.08,28,14
nmgreen,nmgreen,"raze,jett",290,205.3,0.94,66,137.5,0.72,0.15,0.16,0.14,27,21
Acerola,FCY,"killjoy,chamber,viper",740,205.3,1.03,71,133.3,0.73,0.24,0.11,0.12,28,13
Izzy,SMB,jett,212,205.2,0.95,67,133.6,0.75,0.13,0.16,0.14,26,4
JN,VL,"jett,sage",646,205.0,0.93,61,128.9,0.73,0.14,0.15,0.20,24,15
Zoestol,Mach,"omen,viper,brimstone",426,205.0,0.94,73,131.9,0.70,0.37,0.08,0.07,21,16
gMd,TSM,"breach,omen,brimstone",546,205.0,1.06,72,131.5,0.75,0.36,0.08,0.09,32,18
SmokeA,RGE,"killjoy,kayo,chamber",318,204.9,1.10,75,131.9,0.69,0.40,0.09,0.08,27,20
melyA,DVN,"kayo,chamber",235,204.8,0.95,67,137.7,0.69,0.31,0.09,0.11,22,13
Guideyy,Guideyy,"jett,chamber,cypher",214,204.8,0.88,65,136.4,0.69,0.25,0.11,0.15,28,25
Zellsis,V1,"raze,breach,kayo",367,204.8,0.97,74,132.5,0.69,0.42,0.09,0.14,16,12
Altered,Altered,"sage,chamber,omen",216,204.7,1.11,73,128.2,0.71,0.21,0.10,0.10,22,25
Jamppi,TL,"jett,breach,chamber",566,204.7,1.02,68,134.1,0.73,0.16,0.15,0.15,28,17
Drone,DZ,"sova,breach,kayo",897,204.6,1.15,74,137.7,0.73,0.29,0.07,0.07,37,21
fawn,SLR,"raze,sova,skye",238,204.6,1.02,72,131.2,0.71,0.36,0.07,0.09,23,9
King,VRT,"sova,cypher",404,204.6,1.06,72,141.1,0.71,0.32,0.07,0.08,31,14
Nurfed,OXGA,"omen,viper,brimstone",1122,204.5,1.05,75,131.2,0.72,0.40,0.10,0.09,22,23
Ali,Ali,"astra,viper,brimstone",424,204.5,1.07,72,133.9,0.72,0.32,0.07,0.09,26,16
grubinho,TH,"jett,sova,astra",594,204.5,1.13,72,134.4,0.73,0.27,0.10,0.09,28,17
Knight,Knight,"sage,breach,kayo",771,204.4,1.09,74,133.1,0.73,0.30,0.09,0.09,26,13
Vibhor,VLT,"raze,viper,skye",461,204.3,1.02,71,130.5,0.69,0.29,0.07,0.12,25,24
Pr0phie,COL,"sage,sova",1169,204.3,1.02,74,137.2,0.68,0.31,0.09,0.09,25,18
ZexRow,DZ,"sage,kayo,skye",897,204.3,1.19,73,130.7,0.74,0.18,0.08,0.07,22,15
Wyz,FS,"raze,jett,chamber",302,204.2,0.96,63,136.6,0.75,0.12,0.14,0.16,21,5
lykann,lykann,"sage,jett,skye",249,204.2,1.08,75,132.4,0.72,0.29,0.08,0.10,22,13
Harmon,LT,"sova,brimstone,skye",689,204.2,0.99,72,137.8,0.69,0.34,0.07,0.06,27,17
Playboi,Unkn,"raze,jett,chamber",268,204.1,0.94,70,137.8,0.71,0.24,0.13,0.14,21,16
icy,CD,"killjoy,sage,chamber",1017,204.0,1.07,71,135.8,0.71,0.25,0.10,0.08,23,20
ezzy,Medal,"raze,astra,omen",379,204.0,0.99,63,135.2,0.73,0.17,0.11,0.14,30,8
Wolffe,BAL,"omen,astra,viper",230,203.9,0.95,68,131.3,0.71,0.25,0.06,0.07,31,13
frz,SHK,"killjoy,chamber,cypher",267,203.9,1.11,77,139.8,0.73,0.21,0.08,0.06,26,7
flowerful,SR,chamber,636,203.9,1.10,71,135.0,0.73,0.15,0.12,0.11,25,7
Eeyore,PSJ,"chamber,viper,cypher",562,203.8,0.96,66,130.3,0.73,0.17,0.10,0.13,25,12
laddermoves,laddermoves,"omen,chamber,viper",449,203.8,1.02,66,135.2,0.74,0.16,0.10,0.13,19,17
THEE,FS,"killjoy,viper,cypher",482,203.8,1.11,76,131.1,0.72,0.19,0.12,0.09,29,6
Ace,GFN,"astra,chamber,omen",289,203.7,1.03,68,132.8,0.71,0.31,0.10,0.11,29,17
szk,SG,"sova,breach,skye",265,203.7,1.02,69,131.4,0.71,0.28,0.07,0.05,22,19
blurry,blurry,"raze,breach,kayo",254,203.7,0.92,68,136.9,0.70,0.36,0.07,0.13,27,15
Potatoe,1337,"omen,viper,brimstone",419,203.6,0.95,70,133.8,0.70,0.31,0.08,0.09,20,16
crazyd33R,GML,"sova,breach,viper",251,203.5,0.89,64,131.2,0.69,0.23,0.10,0.09,25,11
Banshee,Banshee,"raze,jett,killjoy",217,203.4,1.02,69,132.2,0.78,0.13,0.15,0.13,31,6
scarx,WYG,"killjoy,sova,astra",386,203.3,1.06,74,132.6,0.70,0.32,0.06,0.10,24,27
Logistaa,RNT,"killjoy,viper,cypher",721,203.3,1.11,70,136.6,0.74,0.19,0.06,0.06,24,15
mika,GEEK,"sage,sova,astra",371,203.3,1.06,74,138.0,0.69,0.38,0.06,0.07,23,21
frantastic,Brea,"omen,astra,viper",258,203.2,0.98,72,125.3,0.66,0.36,0.08,0.11,20,17
PapiChulo,PapiChulo,"killjoy,cypher",441,203.1,1.10,72,139.8,0.71,0.18,0.09,0.06,25,18
Serving,Serving,"killjoy,chamber,viper",583,203.1,0.96,69,130.9,0.72,0.20,0.11,0.09,21,9
Cade3k,TS,"viper,astra,omen",980,203.0,1.07,76,134.3,0.74,0.39,0.06,0.04,25,18
murizzz,VK,"reyna,chamber,skye",483,203.0,0.94,69,133.0,0.70,0.27,0.11,0.12,23,15
ponkt,FNST,"killjoy,sage,viper",583,202.9,1.03,70,136.4,0.72,0.18,0.09,0.09,32,19
Flynch,PSJ,"jett,reyna,skye",562,202.9,0.93,66,132.5,0.74,0.16,0.15,0.18,27,16
Ltomlee,Ltomlee,"killjoy,chamber,viper",361,202.9,1.02,69,136.5,0.72,0.21,0.09,0.08,23,16
hyun,ZMM.S,"reyna,breach,kayo",502,202.9,1.03,72,132.7,0.71,0.30,0.10,0.10,25,9
Japips,OG,"sova,kayo",297,202.8,1.24,77,141.3,0.74,0.28,0.04,0.04,23,16
saadhak,LLL,"breach,kayo,skye",457,202.8,1.00,72,126.8,0.69,0.39,0.10,0.14,19,12
zepher,RC,"sage,reyna,jett",263,202.8,0.93,66,128.6,0.70,0.18,0.13,0.16,21,15
Stealthy,CD,"jett,chamber",271,202.7,1.12,66,126.0,0.74,0.12,0.14,0.11,20,13
iKoniK,PUGS,"raze,viper,omen",346,202.7,0.87,66,138.2,0.67,0.31,0.10,0.16,20,6
Jonn,NIP,"jett,reyna,kayo",613,202.6,0.92,68,132.8,0.69,0.24,0.10,0.13,28,21
rood,FOGU,"chamber,viper",271,202.6,1.06,71,132.0,0.74,0.18,0.15,0.09,23,28
Nivera,TL,"killjoy,kayo,cypher",566,202.5,1.16,72,130.2,0.74,0.16,0.12,0.08,27,20
luqz,Rise,"sage,sova,chamber",224,202.5,1.01,72,137.7,0.71,0.28,0.06,0.10,32,8
Misty,BCG,"reyna,kayo,skye",519,202.5,0.91,67,128.1,0.67,0.29,0.13,0.11,21,11
xms,TEN,"astra,chamber,brimstone",350,202.4,1.18,76,136.9,0.74,0.25,0.07,0.05,30,20
Kishi,CES,"sage,breach,jett",537,202.4,0.98,68,134.3,0.69,0.22,0.09,0.13,33,33
Igaum,tiob,"killjoy,viper,cypher",322,202.4,1.08,72,133.7,0.71,0.24,0.05,0.09,21,19
Hoax,GP,"breach,kayo,skye",646,202.3,0.97,71,133.0,0.70,0.26,0.04,0.07,19,8
Chobo,SLR,"sage,breach,kayo",238,202.2,0.85,66,125.1,0.66,0.28,0.11,0.13,20,5
SwayZ,SwayZ,"sage,chamber,cypher",331,202.1,1.06,68,133.6,0.75,0.15,0.13,0.09,27,13
d0rf,BAAM,"killjoy,chamber,skye",455,202.1,1.05,70,132.2,0.73,0.20,0.10,0.10,29,26
allegedlyalexa,TK,"raze,jett,reyna",257,202.0,0.93,65,129.4,0.74,0.12,0.14,0.15,18,13
SpYzera,FAL,"raze,breach,skye",582,202.0,0.97,72,137.3,0.69,0.26,0.09,0.10,19,13
ScherBi,BCG,"killjoy,chamber,omen",428,201.9,1.16,74,130.7,0.71,0.18,0.07,0.05,16,24
Flaring,BLD,"sage,astra,viper",221,201.9,1.22,74,133.8,0.75,0.26,0.08,0.09,29,13
ryann,Ghost,"kayo,omen,brimstone",322,201.8,0.95,73,132.1,0.71,0.40,0.10,0.11,28,17
starriebun,XSET,"raze,chamber,omen",289,201.8,1.00,71,133.6,0.72,0.30,0.07,0.10,22,9
benzki,ANO,"omen,astra,viper",265,201.8,0.89,68,133.1,0.70,0.30,0.11,0.12,23,5
Minimise,BONK,"sage,breach,skye",318,201.7,0.96,70,131.9,0.70,0.30,0.08,0.13,23,14
JonahP,TGRD,"kayo,viper,skye",556,201.7,0.98,69,129.3,0.69,0.28,0.10,0.11,28,8
Annabey,Annabey,"killjoy,kayo,chamber",207,201.7,0.85,69,141.6,0.63,0.28,0.08,0.09,14,3
INFESTOR,GKE,"sova,chamber,viper",374,201.6,1.12,73,129.5,0.71,0.24,0.08,0.06,18,14
randyySAVAGE,RNG,"killjoy,chamber,viper",239,201.6,0.97,68,130.6,0.70,0.21,0.09,0.10,27,15
DMT,B4,"raze,viper,cypher",427,201.6,0.91,63,132.8,0.69,0.18,0.09,0.13,25,17
RvK,Enigma,"killjoy,sova,viper",981,201.5,1.10,71,133.3,0.71,0.24,0.06,0.06,35,14
Dryson,Dryson,"jett,astra,chamber",202,201.5,0.82,64,134.5,0.68,0.23,0.14,0.12,23,17
Gabr1,DR,"astra,viper,brimstone",302,201.4,0.98,69,131.2,0.68,0.40,0.06,0.04,18,6
PIETY,PIETY,"sage,sova,kayo",285,201.4,1.23,77,132.6,0.73,0.38,0.04,0.07,23,8
shonk,ZMM.B,"reyna,breach,kayo",826,201.4,1.09,71,132.2,0.72,0.29,0.08,0.09,31,16
Champzera,JUXT,"viper,omen,brimstone",335,201.2,1.00,73,129.6,0.69,0.32,0.10,0.08,26,12
pMdr1,JUXT,"kayo,skye",335,201.1,1.04,73,125.2,0.70,0.33,0.06,0.12,30,10
Saint,Cap,"viper,omen,brimstone",328,201.1,1.02,73,135.2,0.69,0.32,0.06,0.06,25,20
Yuk1no,Toe,"astra,chamber,viper",641,201.0,1.04,69,135.7,0.73,0.20,0.10,0.10,33,18
ABATMAN,APH,"killjoy,sage,chamber",234,201.0,0.94,68,134.0,0.72,0.19,0.07,0.11,24,16
LeeLee,GEN.B,"kayo,chamber",479,201.0,1.04,72,129.8,0.70,0.25,0.10,0.10,23,15
