player,org,agents,rounds,average_combat_score,kill_deaths,kast,average_damage_per_round,kills_per_round,assists_per_round,first_kills_per_round,first_deaths_per_round,headshot_percentage,clutch_success_percentage
PHYRN,KOI,"killjoy,cypher",213,189.8,0.99,70,129.9,0.66,0.24,0.03,0.07,19,12
KP,SR,"sova,breach,omen",748,189.8,1.02,73,127.2,0.68,0.27,0.06,0.07,30,11
HSB,TE,"sova,breach,skye",687,189.8,0.94,70,128.8,0.67,0.21,0.10,0.10,30,9
litshii,AT,"sage,kayo,skye",267,189.8,0.82,67,122.7,0.63,0.32,0.08,0.12,21,26
pancada,LLL,"sage,astra,omen",457,189.7,1.12,74,126.1,0.70,0.35,0.08,0.07,33,26
MAGNUM,FNC,"killjoy,viper,cypher",403,189.7,0.92,70,124.1,0.65,0.24,0.05,0.11,21,22
Unholykid,Kowa,"sova,astra,omen",200,189.7,0.79,68,131.1,0.62,0.32,0.08,0.20,22,15
Jlerst,SUR,"astra,viper,brimstone",762,189.7,0.94,74,126.3,0.67,0.36,0.06,0.07,30,17
izzengi,ARES,"sova,breach,chamber",329,189.5,1.07,77,131.5,0.64,0.35,0.08,0.05,19,19
gak,SG,"viper,omen,brimstone",227,189.4,0.91,70,120.9,0.65,0.42,0.08,0.09,27,21
mizuN,FNST,"astra,viper,skye",583,189.4,0.99,72,124.3,0.67,0.30,0.09,0.08,34,16
payen,TSM.A,"killjoy,kayo,chamber",1020,189.3,0.93,70,123.3,0.65,0.32,0.07,0.08,20,13
Hakane,FG,"sage,sova",411,189.3,1.05,79,124.7,0.67,0.36,0.04,0.05,19,20
pannyx,GMD,"sage,sova,chamber",355,189.1,1.00,74,124.8,0.65,0.33,0.06,0.05,30,10
RieNs,SUR,"sage,sova,cypher",762,189.1,0.97,72,126.1,0.66,0.29,0.08,0.09,31,22
flippy,SBE,"sage,sova,skye",502,189.0,0.93,71,126.1,0.66,0.28,0.07,0.09,27,17
xikaz,Revo,"raze,kayo,viper",204,188.9,1.08,74,130.5,0.70,0.29,0.07,0.04,19,22
Chechuu,PAWN,"jett,astra,viper",297,188.9,0.91,66,129.1,0.66,0.26,0.08,0.10,31,4
Ebeeee,Ebeeee,"astra,viper",289,188.9,0.93,73,113.7,0.64,0.35,0.06,0.07,25,18
Leia,Leia,"raze,viper,killjoy",207,188.9,0.88,67,122.0,0.66,0.23,0.09,0.14,12,23
Poly,X10F,"omen,astra,viper",647,188.8,1.07,74,118.8,0.67,0.32,0.08,0.08,25,24
gbzw,gbzw,"sage,breach,kayo",544,188.7,0.94,72,121.4,0.65,0.35,0.08,0.10,22,21
CHIMEI,CHIMEI,"sage,kayo,skye",271,188.7,0.89,69,122.1,0.65,0.32,0.10,0.10,16,18
confidence,Q9,"killjoy,jett,sage",386,188.7,0.93,70,123.6,0.66,0.24,0.08,0.09,23,22
ZeFRy,PAWN,"breach,kayo,neon",297,188.6,0.98,66,123.8,0.67,0.23,0.08,0.13,27,12
nyczu,WATA,"killjoy,sage,viper",455,188.6,0.95,74,130.9,0.66,0.34,0.07,0.06,19,27
BlackWiz,NTH,"omen,astra,viper",246,188.5,0.94,66,123.1,0.68,0.30,0.07,0.09,30,3
logaN,BDS,"killjoy,sage,chamber",424,188.5,0.98,74,128.5,0.67,0.21,0.09,0.08,29,15
xmdcie,TMX,"raze,kayo,brimstone",324,188.4,0.82,67,124.9,0.63,0.29,0.07,0.12,22,12
insky,LT,"sage,sova,skye",324,188.4,0.86,67,127.4,0.66,0.27,0.04,0.07,27,9
Meddo,G2,"killjoy,viper,cypher",565,188.4,1.09,73,127.0,0.68,0.18,0.05,0.07,26,10
zunba,ONS,"omen,astra,viper",492,188.4,1.05,73,122.8,0.67,0.36,0.07,0.07,28,16
YiHao,SN,"astra,viper",392,188.3,1.00,74,123.4,0.67,0.30,0.07,0.07,26,20
rhyme,GEN,"killjoy,chamber,viper",264,188.3,1.05,69,125.1,0.67,0.18,0.11,0.09,32,23
shhhack,19,"astra,omen,brimstone",358,188.3,1.03,72,120.6,0.66,0.38,0.05,0.06,25,
Aniemal,GX3,"killjoy,omen,brimstone",245,188.2,0.92,73,123.6,0.63,0.33,0.09,0.09,23,17
Rexus,SPL,"killjoy,sage,cypher",224,188.2,1.00,67,126.4,0.69,0.14,0.07,0.06,27,7
fiufiu,fiufiu,"killjoy,sage,neon",351,188.1,0.88,67,123.7,0.62,0.23,0.10,0.12,30,14
rhz,Trys,"sova,breach,cypher",508,188.1,0.94,70,127.2,0.64,0.31,0.07,0.05,26,14
GLYPH,C4,"sova,omen,brimstone",624,188.1,0.84,71,122.0,0.62,0.37,0.08,0.10,26,27
maxie,BLD,"viper,omen,brimstone",303,187.9,0.89,70,125.6,0.66,0.30,0.06,0.11,28,17
Ko0,UBT,"reyna,viper,brimstone",454,187.9,0.89,70,120.4,0.64,0.40,0.07,0.09,30,18
Danielesflo,FS,"astra,viper,brimstone",302,187.8,0.95,75,124.5,0.67,0.38,0.06,0.08,26,8
Amilwa,MOUZ,"sova,astra,viper",293,187.8,1.02,74,126.5,0.66,0.29,0.04,0.06,30,11
Esmé,YFPB,"omen,viper,killjoy",202,187.8,0.97,69,122.7,0.67,0.31,0.05,0.05,24,14
Russ,GUILD,"killjoy,sage,skye",257,187.8,0.83,64,120.7,0.62,0.26,0.11,0.11,32,14
Aleko,TSM,"sova,breach,viper",284,187.7,0.94,74,124.7,0.64,0.36,0.09,0.11,26,20
panini,SR,"omen,viper,brimstone",636,187.5,1.13,75,123.0,0.68,0.28,0.07,0.05,24,15
StOrM,StOrM,"viper,sova,omen",234,187.5,0.79,65,121.5,0.62,0.33,0.09,0.11,27,13
nmutuA,DART,"sage,sova,cypher",905,187.3,0.99,74,123.3,0.64,0.32,0.07,0.06,31,28
matti,NOM,"killjoy,sage,viper",284,187.3,0.96,70,124.3,0.63,0.31,0.06,0.09,22,23
Pepper,DGW,"raze,jett,chamber",284,187.3,0.89,69,119.6,0.67,0.18,0.10,0.12,19,12
NcSlasher,ONIC,"sage,astra,skye",359,187.3,0.94,73,122.8,0.65,0.30,0.05,0.04,26,11
dephh,XSET,"killjoy,astra,cypher",492,187.2,0.95,68,122.1,0.64,0.29,0.08,0.10,27,9
eXampL,ANO,"cypher,sova,skye",265,187.2,0.88,66,122.6,0.64,0.28,0.06,0.05,25,14
ShahZaM,SEN,"sova,breach,chamber",264,187.2,0.94,69,127.2,0.66,0.27,0.06,0.07,22,12
Denz,IluZ,"sova,breach",505,187.0,0.82,66,130.0,0.61,0.30,0.04,0.04,17,8
eKo,RIG,"sova,breach,skye",232,187.0,0.91,69,123.6,0.64,0.32,0.09,0.10,22,15
Blush,FL,"sage,kayo,skye",507,187.0,0.92,74,114.3,0.65,0.40,0.06,0.08,15,9
m1sfit,HEET,"viper,omen,brimstone",320,186.9,0.96,76,121.9,0.66,0.34,0.08,0.08,33,15
Khalil,FUR,"reyna,chamber,cypher",341,186.9,0.95,69,126.2,0.66,0.28,0.06,0.06,22,17
Tak1,KG,"sage,omen,brimstone",221,186.8,0.89,71,118.8,0.65,0.46,0.07,0.11,19,5
shouta,FEAR,"sage,sova,skye",200,186.7,0.87,72,128.8,0.61,0.34,0.03,0.06,15,12
Fonk,Soul,"killjoy,reyna,raze",302,186.6,0.92,66,128.2,0.67,0.19,0.10,0.08,24,
CrosshaiR,TR,"sova,omen,skye",737,186.6,0.91,68,125.9,0.64,0.24,0.05,0.09,27,12
MARCTYLINHO,S1,"sova,breach,viper",520,186.5,0.97,72,123.2,0.64,0.34,0.04,0.04,21,12
PapaSmurf,Team,"omen,astra,viper",253,186.5,0.86,70,121.0,0.66,0.29,0.10,0.09,22,7
iNsHi,KOMO,"raze,jett,reyna",220,186.5,0.77,57,124.9,0.62,0.18,0.13,0.18,11,
MaFiN,MaFiN,"breach,kayo,skye",488,186.5,0.95,70,126.7,0.65,0.29,0.08,0.07,18,16
zakkv,B4,"sova,kayo,chamber",427,186.5,0.89,67,129.9,0.64,0.30,0.05,0.08,21,17
qqGOD,NKT,"sova,breach,kayo",210,186.5,0.83,68,121.5,0.61,0.34,0.08,0.11,20,21
xYU,NTER,"killjoy,sage,chamber",206,186.5,0.92,66,125.1,0.65,0.21,0.09,0.13,31,11
YouBreak,AWAR,"astra,chamber,cypher",594,186.5,0.99,73,125.6,0.67,0.28,0.07,0.07,23,14
xnfri,NTH,"sova,chamber,skye",246,186.5,0.96,69,126.1,0.65,0.24,0.08,0.07,30,12
AloNeFillz,MiTH,"sage,sova,breach",470,186.4,1.02,75,126.6,0.65,0.32,0.05,0.05,21,9
TEAGUE,TMA,"breach,kayo,skye",408,186.4,0.93,73,123.7,0.69,0.45,0.06,0.11,20,28
bite,HH,"omen,chamber,viper",287,186.2,0.94,71,119.5,0.68,0.21,0.12,0.11,23,10
Kasche,Ecle,"killjoy,chamber,cypher",202,186.1,1.01,69,122.5,0.70,0.18,0.07,0.08,22,7
fooX,BD,"sage,reyna,omen",252,186.0,1.07,73,119.7,0.65,0.35,0.08,0.08,25,10
Map,Map,"reyna,chamber,skye",214,186.0,0.87,64,118.0,0.64,0.14,0.09,0.12,25,7
JXR,JXR,"sage,kayo,skye",453,186.0,0.83,70,123.5,0.65,0.39,0.07,0.08,25,13
sSef,YFP,"viper,omen,brimstone",450,186.0,0.98,72,129.0,0.64,0.34,0.04,0.06,25,17
iRdy,WGS,"sage,sova,breach",480,186.0,1.05,71,119.9,0.66,0.25,0.09,0.07,30,20
spite,TMX,"omen,astra,viper",507,186.0,0.99,73,121.5,0.67,0.31,0.05,0.07,28,16
cch0,FWOG,"sova,brimstone",211,186.0,0.93,67,126.6,0.64,0.34,0.04,0.09,28,14
rdo,rdo,"cypher,kayo,skye",265,186.0,0.85,70,116.8,0.64,0.33,0.12,0.10,21,21
Haodong,EDG,"sage,astra,viper",843,186.0,1.07,72,121.6,0.66,0.27,0.07,0.07,28,22
BEWATER,BEWATER,"raze,jett",382,185.9,0.83,60,120.2,0.67,0.11,0.12,0.15,34,17
smiley,smiley,"kayo,viper,skye",449,185.9,0.87,68,121.6,0.66,0.26,0.08,0.08,28,18
Hanna,Hanna,"omen,astra,viper",351,185.8,0.90,68,123.6,0.63,0.30,0.09,0.07,27,15
Flippsy,303,"omen,astra,viper",271,185.8,0.85,66,125.6,0.62,0.32,0.08,0.08,24,11
Amaterasu,VLT,"reyna,kayo,viper",461,185.8,0.92,73,119.2,0.64,0.39,0.10,0.09,29,12
Pixelzz,RGE,"viper,astra,omen",656,185.7,1.04,70,121.9,0.68,0.30,0.06,0.08,27,19
Hope,1337,sova,290,185.7,0.83,66,129.7,0.62,0.31,0.06,0.08,21,7
chase,GLB,"raze,reyna,kayo",209,185.6,0.79,67,127.4,0.60,0.39,0.06,0.15,24,13
jen,IMT,"raze,kayo,skye",708,185.6,0.97,75,124.2,0.64,0.37,0.06,0.05,26,10
Pashin,Pashin,"astra,viper,brimstone",218,185.5,0.69,54,124.0,0.61,0.22,0.08,0.14,23,21
Zero1,NWG,"sage,sova,breach",453,185.4,0.90,68,132.7,0.64,0.30,0.05,0.05,27,22
renz,Clan,"sova,skye",551,185.4,1.01,73,124.9,0.65,0.33,0.04,0.05,30,13
Prti,Diam,"sage,sova",251,185.3,0.76,70,134.1,0.59,0.34,0.08,0.08,28,7
GugeDD,Toe,"raze,sage,chamber",317,185.1,0.86,69,127.5,0.66,0.22,0.08,0.10,23,6
Mythica,OG,"raze,breach,killjoy",339,185.0,0.96,70,124.7,0.66,0.22,0.11,0.12,21,15
ciao,WHIT,"astra,chamber,omen",518,185.0,0.97,73,128.1,0.66,0.34,0.07,0.08,24,10
bjor,ZMM.B,"killjoy,chamber,omen",515,184.8,0.91,72,120.2,0.65,0.32,0.09,0.06,21,11
silenx,PK,"astra,viper,brimstone",391,184.6,0.89,69,120.6,0.65,0.37,0.03,0.10,35,16
Yaamori,Yaamori,"raze,jett,kayo",203,184.5,0.98,75,121.1,0.67,0.31,0.08,0.07,18,8
pwny,T1,"astra,viper,brimstone",629,184.5,1.02,73,120.8,0.64,0.38,0.06,0.06,25,23
seoul,seoul,"omen,astra,viper",411,184.5,0.93,67,122.5,0.65,0.28,0.08,0.10,33,16
lugn,Só,jett,249,184.3,0.82,64,120.7,0.64,0.14,0.15,0.18,25,18
pollo,VKS,"raze,kayo,chamber",242,184.3,0.76,63,123.3,0.63,0.17,0.15,0.16,24,14
jeyj7y,PRL,"sova,breach,kayo",762,184.3,0.86,71,121.5,0.63,0.33,0.08,0.10,30,16
Meow16K,VLT,"raze,chamber,killjoy",229,184.3,0.94,72,126.1,0.65,0.28,0.08,0.11,19,14
Aiko,DNAD,"killjoy,sova,viper",451,184.2,0.96,69,125.3,0.63,0.33,0.06,0.10,21,13
micr0,micr0,"omen,astra,viper",229,184.1,0.92,72,123.1,0.63,0.31,0.04,0.05,21,24
re1sxd,TBG,"sage,sova,chamber",268,184.0,0.96,73,121.8,0.66,0.29,0.06,0.05,19,23
Swervo,Swervo,"raze,jett,chamber",332,183.9,0.97,67,120.0,0.69,0.15,0.12,0.09,22,18
xprt,xprt,"sage,kayo,brimstone",1169,183.9,1.10,78,118.9,0.65,0.40,0.04,0.04,27,18
Mae,Mae,jett,258,183.9,0.94,68,116.8,0.68,0.15,0.13,0.12,20,15
Rio,RGE,"killjoy,sova,breach",656,183.8,0.94,73,124.1,0.62,0.27,0.05,0.05,21,14
juv11,juv11,"chamber,omen,brimstone",295,183.7,0.84,71,124.4,0.63,0.38,0.09,0.07,37,7
jekor,TLPR,"astra,viper,brimstone",642,183.7,0.84,66,126.3,0.64,0.27,0.09,0.10,29,13
blu,CAOS,"killjoy,sage,cypher",462,183.7,0.93,71,125.8,0.67,0.27,0.10,0.12,24,9
Davidp,BGN,"sage,sova,skye",278,183.6,1.02,77,125.6,0.63,0.40,0.05,0.08,18,17
LOB,FAV,"sage,sova,breach",348,183.5,1.14,74,123.0,0.68,0.27,0.03,0.02,31,19
asian,PMA,"killjoy,sage,kayo",205,183.5,0.70,63,119.0,0.59,0.30,0.06,0.16,22,22
Carbyn,Free,"sova,brimstone,skye",274,183.4,0.74,65,123.8,0.59,0.27,0.07,0.08,23,4
Kuro,Frag,"breach,sova",289,183.4,0.88,71,123.7,0.63,0.33,0.06,0.10,26,8
B4HA,YaLLa,"raze,jett,astra",264,183.4,0.80,61,121.8,0.64,0.20,0.10,0.16,24,10
Hikari,Brea,"killjoy,sage,kayo",351,183.4,0.89,67,121.8,0.63,0.25,0.07,0.08,16,3
dazzLe,LG,"breach,sova,skye",305,183.3,0.79,67,124.0,0.59,0.27,0.08,0.09,20,12
ozzy,XL,"astra,viper,brimstone",640,183.0,0.94,77,119.0,0.63,0.40,0.07,0.06,22,28
ZachaREEE,Akre,"killjoy,sage,viper",412,183.0,1.05,75,121.9,0.65,0.27,0.06,0.08,20,18
PrimeMCD,PrimeMCD,"omen,viper,brimstone",395,182.9,0.86,70,119.1,0.63,0.30,0.08,0.10,22,14
Br0die,TEN,"sage,sova,skye",350,182.9,0.97,71,119.0,0.64,0.25,0.10,0.09,28,9
Nick,DNAD,"astra,omen,brimstone",447,182.9,0.95,75,117.6,0.61,0.48,0.04,0.06,29,18
ALMO,NOM,"breach,kayo,chamber",284,182.8,0.92,68,123.7,0.65,0.29,0.08,0.08,26,13
gabi,gabi,"astra,omen,brimstone",461,182.7,0.97,74,119.2,0.61,0.42,0.07,0.08,27,33
Shun,GX,"sova,breach",811,182.7,1.05,73,125.6,0.66,0.30,0.03,0.04,28,11
Epzz,AT,"sage,sova,breach",267,182.6,0.89,71,125.3,0.63,0.30,0.06,0.06,17,17
luiza,CAOS,"kayo,chamber,skye",462,182.4,0.99,73,123.1,0.68,0.21,0.09,0.09,24,12
M4CHINA,VIT,"sage,sova,astra",341,182.4,0.92,67,122.7,0.62,0.31,0.05,0.09,29,3
Shockah,PLR,"raze,sova,chamber",286,182.4,0.94,73,126.7,0.61,0.31,0.08,0.09,23,14
ShreyUwU,VLT,"kayo,astra,skye",229,182.3,0.85,68,120.0,0.62,0.33,0.06,0.09,30,14
rst,EXZ,"killjoy,viper,cypher",221,182.3,1.03,75,120.8,0.64,0.29,0.06,0.06,19,12
Mast3r,TR,"breach,sova,kayo",737,182.2,0.94,68,120.3,0.64,0.28,0.04,0.04,24,11
Jangler,TB,"viper,omen,skye",493,182.2,0.91,71,120.7,0.64,0.31,0.08,0.05,21,25
Maxeee,KDM,"killjoy,kayo,chamber",444,182.1,0.91,65,121.1,0.66,0.21,0.11,0.10,21,18
ROOMPA,ROOMPA,"sage,sova,skye",316,182.1,0.74,64,126.6,0.58,0.24,0.07,0.07,29,12
Evilkyk,Gala,"kayo,viper,skye",427,182.1,0.88,68,119.1,0.66,0.30,0.09,0.11,29,26
fifi,SRN.P,"sage,kayo,skye",411,182.0,0.81,66,124.3,0.59,0.42,0.07,0.13,25,18
Violette,TMV,"killjoy,chamber",583,182.0,0.97,70,123.3,0.65,0.16,0.09,0.10,21,21
fad,Roul,"sova,kayo,chamber",258,181.9,0.86,70,124.1,0.60,0.33,0.07,0.07,17,8
POISED,Rise,"killjoy,astra,cypher",314,181.8,0.99,68,115.3,0.67,0.24,0.04,0.05,23,26
Klaus,KRÜ,"killjoy,viper,cypher",510,181.6,0.96,72,117.6,0.63,0.28,0.06,0.07,21,21
yungwildfueg0,Wind,"raze,kayo,killjoy",258,181.6,0.77,66,121.6,0.60,0.37,0.08,0.09,23,13
Shawn,GEN,"kayo,skye",264,181.5,0.90,69,125.0,0.64,0.38,0.08,0.13,23,15
Dani,TBK,"killjoy,chamber,viper",332,181.5,0.92,70,123.0,0.61,0.25,0.05,0.05,18,13
agility,TMA,"killjoy,sage,breach",255,181.5,0.86,69,122.7,0.62,0.28,0.08,0.14,24,18
Weirdo,WBG,"breach,astra,viper",382,181.4,0.86,68,123.8,0.63,0.22,0.10,0.08,26,13
Bgg,WAVE,"omen,astra,viper",401,181.3,0.96,73,115.4,0.62,0.34,0.07,0.08,28,18
NANZIN,ING,"sova,breach,skye",386,181.2,0.88,71,121.4,0.59,0.28,0.08,0.09,31,17
M7MD,SCY,"jett,chamber,skye",258,181.2,0.77,60,118.8,0.64,0.14,0.10,0.19,29,9
shion,LBRTY,"sova,breach,skye",201,181.2,0.94,71,121.8,0.65,0.22,0.09,0.12,21,13
RelliK,TR,"reyna,viper,cypher",590,181.1,0.90,66,119.3,0.64,0.17,0.05,0.09,32,17
RoteX,RoteX,"raze,jett,viper",336,180.9,0.86,68,122.5,0.63,0.27,0.13,0.12,22,13
ethos,Skwi,"killjoy,sage,sova",608,180.8,0.91,69,119.5,0.63,0.28,0.08,0.08,19,13
Korsonix,ez5,"killjoy,chamber,cypher",279,180.8,0.96,65,125.1,0.63,0.16,0.06,0.08,20,11
leak,RESO,"sova,kayo,skye",701,180.5,0.87,71,119.0,0.61,0.30,0.05,0.09,26,23
adm1k,AM,"killjoy,viper,brimstone",786,180.5,0.90,69,120.7,0.60,0.31,0.07,0.07,24,22
vit9ine,vit9ine,"viper,omen,brimstone",254,180.4,0.98,70,113.5,0.67,0.30,0.04,0.06,23,15
victoria,GUILD,"viper,omen",246,180.4,1.01,76,112.4,0.64,0.33,0.07,0.07,22,20
BcJ,XSET,"sova,breach,skye",492,180.3,0.93,74,123.7,0.60,0.39,0.06,0.08,19,5
Larischz,MET,"killjoy,viper,cypher",260,180.3,0.98,68,121.8,0.63,0.15,0.08,0.06,19,22
PryZee,TRY,"raze,kayo,skye",508,180.2,0.92,71,124.2,0.64,0.32,0.07,0.09,25,21
itnothan,CLG,"breach,sova",580,180.1,1.01,73,121.4,0.66,0.27,0.05,0.05,18,11
Babyblue,O2,"breach,sova,skye",345,180.1,0.77,66,120.5,0.62,0.27,0.10,0.12,29,11
MateNiles,MateNiles,"kayo,chamber,skye",715,180.1,0.82,66,119.8,0.62,0.32,0.08,0.12,26,13
Waffle,ZMM.S,"astra,chamber,viper",283,180.1,0.89,73,122.0,0.64,0.29,0.08,0.11,23,10
AvovA,G2,"viper,astra,omen",565,179.9,0.96,70,119.4,0.63,0.36,0.07,0.08,28,22
Starlight,VX,"sage,astra,skye",581,179.8,0.97,73,112.0,0.64,0.27,0.08,0.10,25,20
Aly,BRNV,"killjoy,sova,chamber",644,179.8,1.02,72,122.2,0.64,0.23,0.04,0.05,22,14
Melser,LEV,"omen,astra,viper",443,179.7,1.06,75,118.7,0.64,0.37,0.08,0.06,29,8
Yuito,Yuito,"sova,kayo,chamber",209,179.6,0.86,66,121.9,0.64,0.18,0.07,0.11,20,14
Stronglegs,RNG,"sova,breach,skye",344,179.6,0.86,70,116.9,0.62,0.34,0.06,0.06,22,20
Enbyus,Gun,"sova,breach,skye",221,179.6,0.73,67,120.2,0.57,0.31,0.06,0.10,11,14
jules,B4A,"killjoy,viper,cypher",601,179.5,0.98,73,119.0,0.65,0.25,0.07,0.08,27,15
Dopai,DM,"sage,breach,kayo",913,179.5,0.81,70,116.0,0.60,0.38,0.08,0.10,20,12
xeta,C9,"breach,sova",476,179.4,0.99,77,119.9,0.63,0.28,0.06,0.05,20,25
Dubbin,Stas,"sage,sova,breach",491,179.3,0.83,72,122.0,0.59,0.34,0.07,0.08,20,15
Papi,NBG,"viper,kayo,omen",427,179.3,0.79,65,119.8,0.63,0.30,0.07,0.13,22,10
JoXJo,NTH,"breach,kayo,skye",246,179.2,0.90,69,120.0,0.63,0.26,0.07,0.09,24,25
rubs,PAWN,"sova,viper,brimstone",297,179.1,0.89,72,117.0,0.62,0.32,0.04,0.08,31,11
Addicted,SHK,"sova,breach,viper",267,179.0,1.01,70,121.1,0.63,0.25,0.04,0.06,31,16
WIX,MARU,"sova,kayo,viper",391,178.9,0.90,70,119.9,0.61,0.30,0.07,0.07,27,15
jfoeN,EXL,"sova,breach,skye",260,178.8,0.93,74,118.6,0.58,0.41,0.07,0.12,19,16
SH4KA,TE,"sage,sova,astra",713,178.8,0.94,73,117.1,0.61,0.35,0.04,0.05,31,13
lissa,boa,"killjoy,viper,cypher",312,178.8,0.79,65,122.8,0.61,0.21,0.09,0.11,30,17
memset,MOUZ,"killjoy,sage,cypher",293,178.6,0.97,70,120.3,0.66,0.20,0.07,0.09,35,11
ranko,KPI,"astra,viper,brimstone",286,178.1,0.76,66,111.7,0.60,0.30,0.09,0.14,19,18
Social,N,"sage,kayo,omen",299,178.1,0.80,64,122.0,0.66,0.27,0.08,0.12,29,19
YHchen,YHchen,"killjoy,sova,breach",396,177.9,0.83,67,127.2,0.60,0.31,0.06,0.08,27,16
MICKNUTTY333,MICKNUTTY333,"breach,astra,kayo",448,177.9,0.80,66,119.5,0.60,0.37,0.08,0.09,22,16
dre,TLPR,"reyna,kayo,skye",610,177.9,0.88,70,121.8,0.62,0.37,0.07,0.08,32,17
Mauvaiz,GMD,"killjoy,sage,viper",355,177.9,0.84,73,111.6,0.59,0.32,0.10,0.07,13,3
KONEQT,S1,"sage,breach,kayo",520,177.8,0.91,69,116.0,0.65,0.24,0.07,0.08,27,13
dapr,SEN,"killjoy,chamber,viper",264,177.7,0.78,66,120.1,0.62,0.27,0.06,0.10,17,12
nPanda,nPanda,"viper,omen,brimstone",205,177.6,0.76,66,115.8,0.60,0.31,0.09,0.07,32,12
cwaudia,Roul,"viper,omen,brimstone",405,177.5,0.81,70,117.5,0.58,0.37,0.06,0.09,17,18
Blas,NS,"killjoy,sage,astra",321,177.5,0.87,68,118.4,0.63,0.29,0.08,0.08,22,26
Clarenz,6K,"omen,astra,viper",226,177.5,1.01,80,113.1,0.62,0.48,0.04,0.08,19,14
Kamiunist,SLR,"killjoy,sage,chamber",201,177.4,0.96,67,114.5,0.64,0.26,0.10,0.14,19,
Antidote,Enigma,"astra,omen,brimstone",1036,177.4,0.92,69,115.0,0.62,0.29,0.08,0.09,23,13
effys,V1,"sova,breach",367,177.3,0.92,75,115.5,0.62,0.30,0.04,0.06,20,13
Reformed,EG,"killjoy,viper,brimstone",226,177.3,0.83,68,117.7,0.61,0.31,0.07,0.09,25,21
kasper,GKE,astra,374,177.3,0.99,76,118.4,0.64,0.39,0.05,0.07,30,27
Decay,TLPR,"sova,chamber,skye",642,177.3,0.82,69,118.0,0.62,0.33,0.06,0.09,23,5
Ouate,AE,"sage,sova,astra",403,177.2,0.77,70,113.8,0.58,0.35,0.08,0.07,18,25
Hiko,100T,"killjoy,chamber,viper",437,177.2,1.03,73,122.6,0.62,0.32,0.04,0.05,24,12
NeruFi,CGV,"cypher,sova,skye",254,177.1,0.95,73,111.4,0.63,0.30,0.06,0.07,24,12
Delend,47,"astra,viper,brimstone",470,177.1,0.88,71,114.9,0.63,0.36,0.06,0.09,30,17
YOKY,SMG,"sage,astra,omen",422,176.9,1.05,79,116.5,0.64,0.36,0.06,0.06,31,11
mocking,LT,"killjoy,chamber,viper",874,176.9,0.82,68,119.5,0.65,0.28,0.08,0.13,25,17
rezy,01,"sova,astra",350,176.9,0.90,73,116.4,0.62,0.34,0.05,0.05,29,5
Kromex,AAA,"killjoy,sova,cypher",206,176.6,0.82,67,116.4,0.62,0.24,0.08,0.09,23,15
neptuNo,CASE,"killjoy,viper,cypher",352,176.5,0.97,73,118.6,0.63,0.24,0.06,0.08,21,24
vanity,C9,"omen,astra,viper",476,176.5,0.91,74,107.6,0.61,0.39,0.09,0.08,15,15
Yanagi,KDM,"killjoy,sage,jett",444,176.3,0.86,64,115.7,0.63,0.19,0.10,0.10,19,15
b0ssy,C9A,"kayo,viper,cypher",256,176.2,0.83,64,115.7,0.59,0.25,0.07,0.16,26,15
Heart,Heart,"breach,sova,kayo",245,176.2,0.87,74,122.7,0.60,0.31,0.03,0.05,25,13
yTao,GFN,"breach,astra,viper",209,176.1,0.80,68,117.8,0.60,0.27,0.07,0.09,20,32
Tiki,TW,"raze,sage,reyna",219,176.1,0.71,61,116.1,0.58,0.25,0.11,0.16,18,25
eternal,BTF,"sova,breach",249,176.1,0.88,73,116.0,0.58,0.30,0.05,0.04,15,14
starkk,KOI,"sage,breach,skye",213,175.9,0.93,69,114.5,0.64,0.23,0.13,0.07,27,10
ChAlalala,FS,"sage,astra,cypher",482,175.8,1.04,74,108.7,0.65,0.30,0.05,0.06,21,19
Zik,[A],"breach,kayo,skye",308,175.8,0.89,68,114.8,0.60,0.43,0.06,0.10,31,21
Brave,SMB,"sage,breach,skye",212,175.8,0.75,62,115.1,0.60,0.19,0.09,0.14,33,18
zodiac,Team,"sage,sova,astra",393,175.8,0.77,63,116.2,0.60,0.23,0.08,0.12,36,14
Monstrum,HEET,"sage,chamber,neon",320,175.5,0.94,70,116.1,0.63,0.28,0.11,0.13,27,17
Patix,Diam,"viper,omen",251,175.5,0.88,66,116.9,0.66,0.19,0.06,0.12,38,12
neth,CR,"killjoy,sage,brimstone",426,175.4,1.01,72,112.7,0.64,0.35,0.05,0.05,27,6
Naphoria,HZE,"killjoy,sova,viper",276,175.4,0.86,68,122.7,0.60,0.24,0.07,0.11,16,18
TERNOS,XPL,"killjoy,sage,breach",417,175.3,0.88,70,118.1,0.60,0.19,0.04,0.06,26,8
JSUNG,NYFU,"yoru,kayo,skye",251,175.3,0.95,71,114.9,0.63,0.34,0.06,0.06,32,17
LuciA,LE,"viper,omen,brimstone",366,175.1,0.82,71,110.5,0.60,0.35,0.05,0.07,20,16
ADRENALINE,ZMM.B,"viper,brimstone",677,175.1,0.84,75,114.4,0.55,0.46,0.06,0.09,20,17
Luskka,Luskka,"sage,breach,kayo",224,175.1,0.74,69,120.9,0.58,0.43,0.08,0.09,26,11
zombs,SEN,"omen,astra,viper",264,175.1,0.72,72,119.4,0.57,0.39,0.07,0.09,23,5
Kryptix,MOUZ,"astra,viper,brimstone",293,175.0,0.94,72,120.9,0.62,0.27,0.03,0.06,22,14
